YEAR,STATE,AVG_SCORE,TEST_SUBJECT,TEST_YEAR
2017,Alabama,257.686520320925,Reading,8
2017,Alaska,257.667496756549,Reading,8
2017,Arizona,262.957456729335,Reading,8
2017,Arkansas,259.95579848311,Reading,8
2017,California,262.520630021396,Reading,8
2017,Colorado,270.338688509674,Reading,8
2017,Connecticut,272.537711456234,Reading,8
2017,Delaware,263.089089818878,Reading,8
2017,District of Columbia,246.78775540229,Reading,8
2017,DoDEA,280.499129965249,Reading,8
2017,Florida,266.553368977303,Reading,8
2017,Georgia,266.33044082589,Reading,8
2017,Hawaii,260.982318855375,Reading,8
2017,Idaho,269.673095440861,Reading,8
2017,Illinois,266.928549776657,Reading,8
2017,Indiana,272.023875675737,Reading,8
2017,Iowa,267.675678851787,Reading,8
2017,Kansas,267.490027797007,Reading,8
2017,Kentucky,265.133438043566,Reading,8
2017,Louisiana,256.751471206395,Reading,8
2017,Maine,268.93063240911,Reading,8
2017,Maryland,267.250532713498,Reading,8
2017,Massachusetts,277.782588599843,Reading,8
2017,Michigan,265.468927541301,Reading,8
2017,Minnesota,268.616822331955,Reading,8
2017,Mississippi,256.344701137275,Reading,8
2017,Missouri,266.035006915021,Reading,8
2017,Montana,267.208219320757,Reading,8
2017,Nebraska,268.528555260402,Reading,8
2017,Nevada,259.806407268129,Reading,8
2017,New Hampshire,274.786039733195,Reading,8
2017,New Jersey,275.04455230693,Reading,8
2017,New Mexico,255.578543060787,Reading,8
2017,New York,264.15758419309,Reading,8
2017,North Carolina,262.720476897929,Reading,8
2017,North Dakota,265.081921805495,Reading,8
2017,Ohio,268.450641614295,Reading,8
2017,Oklahoma,261.236933515587,Reading,8
2017,Oregon,266.216684155209,Reading,8
2017,Pennsylvania,269.55382331575,Reading,8
2017,Rhode Island,265.767859953914,Reading,8
2017,South Carolina,259.753002398086,Reading,8
2017,South Dakota,267.355726574154,Reading,8
2017,Tennessee,262.046852903713,Reading,8
2017,Texas,260.342576542804,Reading,8
2017,Utah,268.7524196631,Reading,8
2017,Vermont,273.402640307413,Reading,8
2017,Virginia,267.744778499104,Reading,8
2017,Washington,271.617022995208,Reading,8
2017,West Virginia,258.700303604492,Reading,8
2017,Wisconsin,269.371456395493,Reading,8
2017,Wyoming,269.020028155068,Reading,8
2015,Alabama,258.753761500039,Reading,8
2015,Alaska,260.317018773005,Reading,8
2015,Arizona,262.769391809157,Reading,8
2015,Arkansas,258.768267976658,Reading,8
2015,California,258.986842564294,Reading,8
2015,Colorado,268.073225333677,Reading,8
2015,Connecticut,273.048030410963,Reading,8
2015,Delaware,262.613290731544,Reading,8
2015,District of Columbia,247.653444946724,Reading,8
2015,DoDEA,277.191363427262,Reading,8
2015,Florida,263.383001406664,Reading,8
2015,Georgia,262.268605314622,Reading,8
2015,Hawaii,257.35043981355,Reading,8
2015,Idaho,268.553479550783,Reading,8
2015,Illinois,266.806728332711,Reading,8
2015,Indiana,268.253467680035,Reading,8
2015,Iowa,268.200596266662,Reading,8
2015,Kansas,266.76553060986,Reading,8
2015,Kentucky,267.772900145423,Reading,8
2015,Louisiana,255.469417777569,Reading,8
2015,Maine,268.391236298695,Reading,8
2015,Maryland,267.905529723763,Reading,8
2015,Massachusetts,274.497568115749,Reading,8
2015,Michigan,264.496755061626,Reading,8
2015,Minnesota,270.236817756262,Reading,8
2015,Mississippi,251.976165209278,Reading,8
2015,Missouri,266.876351831946,Reading,8
2015,Montana,269.956777592733,Reading,8
2015,Nebraska,269.426210864772,Reading,8
2015,Nevada,259.417376365165,Reading,8
2015,New Hampshire,274.8067462817,Reading,8
2015,New Jersey,270.85371153053,Reading,8
2015,New Mexico,253.227767643793,Reading,8
2015,New York,263.247658592835,Reading,8
2015,North Carolina,260.594556550199,Reading,8
2015,North Dakota,266.95532299054,Reading,8
2015,Ohio,265.879220258589,Reading,8
2015,Oklahoma,262.673145850428,Reading,8
2015,Oregon,267.670519675172,Reading,8
2015,Pennsylvania,268.746120751013,Reading,8
2015,Rhode Island,265.050857832059,Reading,8
2015,South Carolina,260.331422813083,Reading,8
2015,South Dakota,267.079864989695,Reading,8
2015,Tennessee,264.771228998921,Reading,8
2015,Texas,260.655135980903,Reading,8
2015,Utah,269.430664700586,Reading,8
2015,Vermont,273.961831447048,Reading,8
2015,Virginia,266.836053468874,Reading,8
2015,Washington,267.250880666457,Reading,8
2015,West Virginia,260.185272642999,Reading,8
2015,Wisconsin,269.533726363214,Reading,8
2015,Wyoming,268.803363090763,Reading,8
2013,Alabama,257.427838227608,Reading,8
2013,Alaska,261.256092625584,Reading,8
2013,Arizona,260.448287236627,Reading,8
2013,Arkansas,261.964490796451,Reading,8
2013,California,261.502455658701,Reading,8
2013,Colorado,271.009086942572,Reading,8
2013,Connecticut,274.459542474537,Reading,8
2013,Delaware,265.984981498562,Reading,8
2013,District of Columbia,247.739153738325,Reading,8
2013,DoDEA,276.994367424941,Reading,8
2013,Florida,265.828297127322,Reading,8
2013,Georgia,264.615713463699,Reading,8
2013,Hawaii,259.960569546835,Reading,8
2013,Idaho,270.224168550562,Reading,8
2013,Illinois,266.898720958132,Reading,8
2013,Indiana,267.272974657765,Reading,8
2013,Iowa,269.003449619325,Reading,8
2013,Kansas,266.887523609855,Reading,8
2013,Kentucky,269.616471686598,Reading,8
2013,Louisiana,257.351242737394,Reading,8
2013,Maine,269.193764016326,Reading,8
2013,Maryland,273.801903090503,Reading,8
2013,Massachusetts,277.009559086016,Reading,8
2013,Michigan,265.942963067388,Reading,8
2013,Minnesota,271.019654579448,Reading,8
2013,Mississippi,253.147818177655,Reading,8
2013,Missouri,267.215011778953,Reading,8
2013,Montana,271.765782480696,Reading,8
2013,Nebraska,269.221914635868,Reading,8
2013,Nevada,261.695982235772,Reading,8
2013,New Hampshire,274.307731748779,Reading,8
2013,New Jersey,276.37798779341,Reading,8
2013,New Mexico,255.870077046042,Reading,8
2013,New York,266.346063235407,Reading,8
2013,North Carolina,264.540999710832,Reading,8
2013,North Dakota,267.779199654396,Reading,8
2013,Ohio,269.086973442103,Reading,8
2013,Oklahoma,261.931495221637,Reading,8
2013,Oregon,268.282662715666,Reading,8
2013,Pennsylvania,272.085365342425,Reading,8
2013,Rhode Island,266.677052388789,Reading,8
2013,South Carolina,261.449050699613,Reading,8
2013,South Dakota,268.100772835989,Reading,8
2013,Tennessee,265.359504625647,Reading,8
2013,Texas,263.684137731278,Reading,8
2013,Utah,270.041925765873,Reading,8
2013,Vermont,274.368547733738,Reading,8
2013,Virginia,267.589864309109,Reading,8
2013,Washington,272.036124410819,Reading,8
2013,West Virginia,257.383509312362,Reading,8
2013,Wisconsin,267.542994187833,Reading,8
2013,Wyoming,270.966172221906,Reading,8
2011,Alabama,258.421090379483,Reading,8
2011,Alaska,261.2852520164,Reading,8
2011,Arizona,260.148005213826,Reading,8
2011,Arkansas,259.140937770185,Reading,8
2011,California,254.935218336086,Reading,8
2011,Colorado,270.636204320649,Reading,8
2011,Connecticut,274.681399470751,Reading,8
2011,Delaware,265.83947553632,Reading,8
2011,District of Columbia,242.056368171996,Reading,8
2011,DoDEA,272.349959976913,Reading,8
2011,Florida,262.121374840411,Reading,8
2011,Georgia,262.358643383963,Reading,8
2011,Hawaii,257.188010446519,Reading,8
2011,Idaho,268.014671593394,Reading,8
2011,Illinois,265.643729382276,Reading,8
2011,Indiana,264.729844537772,Reading,8
2011,Iowa,264.554527461826,Reading,8
2011,Kansas,267.336395789343,Reading,8
2011,Kentucky,268.833963566714,Reading,8
2011,Louisiana,254.688347843905,Reading,8
2011,Maine,269.872413013173,Reading,8
2011,Maryland,271.222896649808,Reading,8
2011,Massachusetts,275.36851762846,Reading,8
2011,Michigan,265.194041240472,Reading,8
