YEAR,STATE,AVG_SCORE,TEST_SUBJECT,TEST_YEAR
2017,Alabama,216.419813531011,Reading,4
2017,Alaska,207.037630115797,Reading,4
2017,Arizona,215.465951944676,Reading,4
2017,Arkansas,216.108025728181,Reading,4
2017,California,215.421814242133,Reading,4
2017,Colorado,224.691618694193,Reading,4
2017,Connecticut,228.35531240737,Reading,4
2017,Delaware,221.482217417377,Reading,4
2017,District of Columbia,213.382008766233,Reading,4
2017,Florida,228.272622052382,Reading,4
2017,Georgia,219.682925180546,Reading,4
2017,Hawaii,216.364536553619,Reading,4
2017,Idaho,222.791065689088,Reading,4
2017,Illinois,220.365898453327,Reading,4
2017,Indiana,226.417994745998,Reading,4
2017,Iowa,221.74726754679,Reading,4
2017,Kansas,223.268429173451,Reading,4
2017,Kentucky,224.080585290071,Reading,4
2017,Louisiana,211.600527874868,Reading,4
2017,Maine,221.388602644001,Reading,4
2017,Maryland,225.04933454894,Reading,4
2017,Massachusetts,235.699696767687,Reading,4
2017,Michigan,217.753242013193,Reading,4
2017,Minnesota,224.538513441395,Reading,4
2017,Mississippi,215.203305690064,Reading,4
2017,Missouri,222.681081128122,Reading,4
2017,Montana,222.326721838733,Reading,4
2017,Nebraska,224.096224936306,Reading,4
2017,Nevada,214.841696166346,Reading,4
2017,New Hampshire,228.900649270634,Reading,4
2017,New Jersey,232.943318467524,Reading,4
2017,New Mexico,207.704353543603,Reading,4
2017,New York,221.884015359739,Reading,4
2017,North Carolina,223.930906236334,Reading,4
2017,North Dakota,221.519265852407,Reading,4
2017,Ohio,225.261138107432,Reading,4
2017,Oklahoma,216.587775171729,Reading,4
2017,Oregon,217.531072963868,Reading,4
2017,Pennsylvania,224.924702323396,Reading,4
2017,Rhode Island,223.353442679692,Reading,4
2017,South Carolina,213.127835391026,Reading,4
2017,South Dakota,221.750122908674,Reading,4
2017,Tennessee,218.952797117684,Reading,4
2017,Texas,214.87849345961,Reading,4
2017,Utah,225.159172916822,Reading,4
2017,Vermont,226.445343411035,Reading,4
2017,Virginia,227.598382221255,Reading,4
2017,Washington,223.123408781764,Reading,4
2017,West Virginia,217.316396173818,Reading,4
2017,Wisconsin,219.612694271246,Reading,4
2017,Wyoming,226.83121099577,Reading,4
2015,Alabama,217.049089788052,Reading,4
2015,Alaska,212.792600219066,Reading,4
2015,Arizona,215.311336461445,Reading,4
2015,Arkansas,218.077496215637,Reading,4
2015,California,212.677948539849,Reading,4
2015,Colorado,224.023224923274,Reading,4
2015,Connecticut,228.947543364196,Reading,4
2015,Delaware,223.698696847081,Reading,4
2015,District of Columbia,212.305347670353,Reading,4
2015,Florida,227.188968975009,Reading,4
2015,Georgia,222.013497271819,Reading,4
2015,Hawaii,215.124313046421,Reading,4
2015,Idaho,221.690066165659,Reading,4
2015,Illinois,222.022267695473,Reading,4
2015,Indiana,227.278891330949,Reading,4
2015,Iowa,223.62939884096,Reading,4
2015,Kansas,221.089880424307,Reading,4
2015,Kentucky,228.055168332762,Reading,4
2015,Louisiana,216.199337216284,Reading,4
2015,Maine,223.728607946102,Reading,4
2015,Maryland,222.944189619399,Reading,4
2015,Massachusetts,235.27542341879,Reading,4
2015,Michigan,216.306630194926,Reading,4
2015,Minnesota,223.352919981062,Reading,4
2015,Mississippi,214.110686915211,Reading,4
2015,Missouri,222.72551679114,Reading,4
2015,Montana,224.757393529067,Reading,4
2015,Nebraska,226.634610885937,Reading,4
2015,Nevada,214.425584466776,Reading,4
2015,New Hampshire,231.949847648112,Reading,4
2015,New Jersey,229.487674441138,Reading,4
2015,New Mexico,207.240446376377,Reading,4
2015,New York,222.646303197703,Reading,4
2015,North Carolina,225.810590900179,Reading,4
2015,North Dakota,224.69198435116,Reading,4
2015,Ohio,224.930419714072,Reading,4
2015,Oklahoma,221.830510126344,Reading,4
2015,Oregon,220.222719958397,Reading,4
2015,Pennsylvania,226.670774068,Reading,4
2015,Rhode Island,225.485536668854,Reading,4
